,0,1,2,3
215,4.1,Level 3,f8:38:80:22:96:16,2019-12-29 13:17:37.156 UTC
216,4.1,Level 3,5c:af:06:23:40:0c,2019-12-17 08:41:57.721 UTC
217,4.1,Level 3,f8:ff:c2:d5:d6:8c,2019-12-14 09:59:20.506 UTC
218,4.1,Level 3,a8:9c:ed:e4:23:9a,2019-12-10 10:49:25.495 UTC
219,4.1,Level 3,dc:bf:e9:42:4c:11,2019-12-23 09:13:09.845 UTC
220,4.1,Level 3,dc:a9:04:b5:41:55,2019-12-30 20:05:31.093 UTC
221,4.1,Level 3,b8:53:ac:a6:21:68,2019-12-19 16:05:18.972 UTC
222,4.1,Level 3,64:b0:a6:dd:9e:65,2019-12-06 22:10:14.108 UTC
223,4.1,Level 3,f4:f5:24:28:5a:d8,2019-12-14 18:19:38.246 UTC
224,4.1,Level 3,e4:e4:ab:4a:5d:de,2019-12-11 15:27:41.054 UTC
225,4.1,Level 3,00:9d:6b:e2:f5:2d,2019-12-06 11:14:09.646 UTC
226,4.1,Level 3,08:c5:e1:5c:55:f3,2019-12-08 15:41:24.205 UTC
227,4.1,Level 3,0c:cb:85:e1:fe:92,2019-12-23 13:35:41.007 UTC
228,4.1,Level 3,70:fd:46:8c:2e:86,2019-12-24 20:59:16.58 UTC
229,4.1,Level 3,2c:ae:2b:13:b7:1f,2019-12-03 21:54:35.117 UTC
230,4.1,Level 3,38:9a:f6:71:ae:81,2019-12-23 19:51:59.688 UTC
231,4.1,Level 3,64:89:f1:43:45:8f,2019-12-16 10:27:27.754 UTC
232,4.1,Level 3,98:ca:33:a0:07:fe,2019-12-15 12:08:23.946 UTC
233,4.1,Level 3,20:32:6c:73:f4:50,2019-12-14 18:32:12.534 UTC
234,4.1,Level 3,20:32:6c:73:f4:50,2019-12-14 18:32:08.484 UTC
235,4.1,Level 3,e0:dc:ff:05:ab:3d,2019-12-17 06:16:51.264 UTC
236,4.1,Level 3,98:ca:33:a0:07:fe,2019-12-15 12:08:26.805 UTC
237,4.1,Level 3,e0:dc:ff:05:ab:3d,2019-12-17 06:16:51.263 UTC
238,4.1,Level 3,ca:c0:50:a2:de:7c,2019-12-27 23:59:47.397 UTC
239,4.1,Level 3,70:fd:46:0e:cc:1c,2019-12-05 22:16:21.269 UTC
240,4.1,Level 3,fc:ee:e6:0e:42:e8,2019-12-04 14:38:12.224 UTC
241,4.1,Level 3,44:91:60:a4:c9:42,2019-12-28 21:19:37.666 UTC
242,4.1,Level 3,24:18:1d:e0:29:7c,2019-12-18 09:44:41.79 UTC
243,4.1,Level 3,38:80:df:ae:77:77,2019-12-10 14:16:54.674 UTC
244,4.1,Level 3,bc:ff:eb:31:ff:05,2019-12-09 21:27:02.759 UTC
245,4.1,Level 3,38:ba:f8:4a:fe:b1,2019-12-10 15:43:24.659 UTC
246,4.1,Level 3,bc:ff:eb:31:ff:05,2019-12-09 21:30:12.953 UTC
247,4.1,Level 3,24:18:1d:e0:29:7c,2019-12-18 09:44:41.789 UTC
248,4.1,Level 3,38:ba:f8:4a:fe:b1,2019-12-10 15:43:24.662 UTC
249,4.1,Level 3,88:36:5f:eb:99:9b,2019-12-28 09:48:36.364 UTC
250,4.1,Level 3,fc:64:3a:92:0b:d0,2019-12-18 20:58:22.47 UTC
251,4.1,Level 3,a8:db:03:21:1a:bc,2019-12-23 11:36:15.655 UTC
252,4.1,Level 3,dc:bf:e9:42:f9:7e,2019-12-19 07:57:47.897 UTC
253,4.1,Level 3,fc:64:3a:92:0b:d0,2019-12-18 20:58:27.301 UTC
254,4.1,Level 3,0c:cb:85:93:d3:21,2019-12-25 21:35:36.038 UTC
255,4.1,Level 3,3c:2e:ff:b8:49:8f,2019-12-09 14:56:26.112 UTC
256,4.1,Level 3,28:83:35:fe:1c:55,2019-12-14 22:21:49.185 UTC
257,4.1,Level 3,d0:33:11:6d:e3:3d,2019-12-12 21:51:39.231 UTC
258,4.1,Level 3,7c:9a:1d:71:3b:9e,2019-12-29 15:48:37.028 UTC
259,4.1,Level 3,50:92:b9:e8:8f:12,2019-12-28 18:04:30.369 UTC
260,4.1,Level 3,d4:61:da:42:01:48,2019-12-18 14:51:31.103 UTC
261,4.1,Level 3,f0:98:9d:10:86:03,2019-12-30 17:04:09.194 UTC
262,4.1,Level 3,f0:98:9d:10:86:03,2019-12-30 17:04:09.195 UTC
263,4.1,Level 3,fa:9b:3b:e6:92:07,2019-12-19 19:35:38.168 UTC
264,4.1,Level 3,64:a2:f9:30:bd:e4,2019-12-03 19:04:02.036 UTC
265,4.1,Level 3,a8:db:03:6a:f4:ad,2019-12-06 19:31:15.331 UTC
266,4.1,Level 3,64:c7:53:47:c7:ed,2019-12-19 08:14:08.328 UTC
267,4.1,Level 3,a8:db:03:22:43:eb,2019-12-16 19:57:02.519 UTC
268,4.1,Level 3,a8:db:03:22:43:eb,2019-12-16 19:57:02.52 UTC
269,4.1,Level 3,dc:08:0f:48:6c:f5,2019-12-27 06:40:41.436 UTC
270,4.1,Level 3,0c:cb:85:c3:7e:83,2019-12-01 00:28:43.372 UTC
271,4.1,Level 3,90:63:3b:d0:14:4d,2019-12-18 10:12:51.533 UTC
272,4.1,Level 3,10:07:b6:21:55:c6,2019-12-26 15:47:46.227 UTC
273,4.1,Level 3,44:91:60:6c:53:36,2019-12-05 22:15:33.32 UTC
274,4.1,Level 3,30:07:4d:81:4e:3b,2019-12-26 13:17:16.866 UTC
275,4.1,Level 3,10:1c:0c:57:92:83,2019-12-28 23:13:50.17 UTC
276,4.1,Level 3,b4:f0:ab:d5:66:22,2019-12-02 18:39:07.679 UTC
277,4.1,Level 3,b8:7b:c5:a5:af:ae,2019-12-30 12:21:36.409 UTC
278,4.1,Level 3,04:b4:29:51:45:39,2019-12-18 13:52:58.78 UTC
279,4.1,Level 3,c4:98:80:ef:27:0f,2019-12-25 06:22:45.27 UTC
280,4.1,Level 3,04:b4:29:51:45:39,2019-12-18 13:52:58.781 UTC
281,4.1,Level 3,4c:66:41:06:a0:6c,2019-12-13 14:08:36.414 UTC
282,4.1,Level 3,f0:d7:aa:6c:9f:ab,2019-12-15 21:40:29.837 UTC
283,4.1,Level 3,f0:d7:aa:68:c8:45,2019-12-30 14:27:07.168 UTC
284,4.1,Level 3,00:9d:6b:14:c9:0a,2019-12-28 22:00:04.362 UTC
285,4.1,Level 3,08:a6:bc:cd:5d:02,2019-12-18 15:31:30.909 UTC
286,4.1,Level 3,00:9d:6b:14:c9:0a,2019-12-28 22:00:04.367 UTC
287,4.1,Level 3,0c:cb:85:85:40:59,2019-12-16 17:21:27.743 UTC
288,4.1,Level 3,f8:e9:4e:df:44:74,2019-12-10 17:14:00.889 UTC
289,4.1,Level 3,f8:e9:4e:df:44:74,2019-12-10 17:14:00.939 UTC
290,4.1,Level 3,90:78:b2:0e:06:a4,2019-12-18 09:49:20.355 UTC
291,4.1,Level 3,0c:cb:85:85:40:59,2019-12-16 17:21:34.82 UTC
292,4.1,Level 3,38:9a:f6:7c:92:93,2019-12-05 12:17:26.642 UTC
